Localidades rurales que rebasan AGEB,,,,
Marco Geoestadístico 2024,,,,
CVE_ENT,CVE_MUN,CVE_LOC,NOMLOC,CVE_AGEB
13,035,0007,Acocul Cebolletas,0022
13,035,0017,Estación de Apulco,0018
13,035,0022,Tortugas,0022
13,035,0024,La Victoria,0022
13,035,0026,Palo Gacho,0018
13,035,0028,El Sabino,0018
13,035,0031,Colonia Nueva Ex-Hacienda de Apulco,0018
13,035,0041,Ex-Hacienda de Apulco Parte Alta,0018
13,036,0015,Tuzanapa,0015
13,036,0023,Apartadero,0034
13,036,0028,El Enzuelado,0015
13,036,0030,Llano de las Palmas,0034
13,037,0003,San Pedro Amajatlán (Amajatlán),0050
13,037,0031,El Pedregal de Zaragoza (El Pedregal),0027
13,037,0032,El Pirú Tepozotlán (El Pirú),0099
13,037,0044,Santa Mónica Autempa,0116
13,037,0069,San Antonio Tlaxco,0027
13,038,0024,Benito Juárez,001A
13,038,0032,La Laguna [Barrio],001A
13,039,0003,Ciénega Larga,0017
13,041,0007,Morelos (El Nueve) [Colonia],0015
13,041,0011,Tepeitic,0119
13,041,0035,3 de Mayo [Colonia],002A
13,041,0046,El Colorado,0015
13,042,0007,Cuxhuacan,0012
13,042,0012,Malila,0027
13,042,0020,Tenango,0012
13,042,0026,Molocotlán,0027
13,044,0005,El Fresno (Casas Viejas),0017
13,044,0007,Los Cerritos,0021
13,044,0008,Cuaxithi,0017
13,044,0013,El Jagüey,0036
13,044,0030,San Sebastián Tenochtitlán,0017
13,044,0031,La Siempreviva,0036
13,044,0033,San Sebastián de Juárez,0036
13,044,0077,Puerto Dañu,0021
13,044,0132,El Mogote,0036
13,045,0002,Agua Fría,0014
13,045,0012,Vicente Guerrero,0014
13,045,0019,Puentecillas,0014
13,045,0023,Santa Elena,0014
13,045,0029,Venta de Guadalupe,0014
13,046,0016,Cuamecaco,0030
13,046,0099,El Carrizal,0030
13,047,0006,Canoas,0038
13,048,0149,Camelia (Barrio la Camelia),0016
13,048,0248,Colonia del Valle,0020
13,052,0004,La Concepción,0023
13,052,0005,Chapultepec de Pozos,0080
13,052,0010,San Isidro Llano Largo,0019
13,052,0014,Santa Catarina,0023
13,052,0020,San Miguel Tornacuxtla,0023
13,052,0037,Palos Blancos,0023
13,052,0050,El Chamizal,0019
13,052,0052,Nueva Tlaxiaca,0038
13,052,0070,La Loma,0023
13,052,0076,Banús,0023
13,052,0077,Paseo de los Solares,0023
13,053,0009,Calintla,004A
13,054,0013,Lagunilla,0013
13,054,0017,Poxindeje de Morelos,0117
13,054,0024,Tothie de Rojo Gómez,0121
13,054,0036,Chichimecas,0051
13,054,0039,El Mothé,0051
13,054,0040,Xuchitlán,0051
13,054,0054,Pacheco Leandro Valle,0121
13,055,0004,Cerritos,0010
13,055,0009,Hermosillo Monte Noble,0025
13,055,0013,Patria Nueva,0044
13,055,0014,Santa Mónica,0059
13,055,0015,El Sitio,003A
13,055,0016,Xitzo,0059
13,055,0018,Zaragoza,0059
13,055,0021,Ejido del Mezquital,0044
13,056,0004,Los Romeros,015A
13,056,0007,Tilhuacán,015A
13,056,0008,Ventoquipa,015A
13,056,0035,Emiliano Zapata,0145
13,057,0002,Alfajayucan,002A
13,057,0007,La Comunidad,002A
13,057,0008,Cuatro Palos,002A
13,057,0022,Segundas Lajas,002A
13,057,0024,El Susto,002A
13,057,0026,El Cebadal,002A
13,057,0033,Texcaltitla,0053
13,057,0060,Las Palomas,0015
13,057,0176,Arboledas,0015
13,057,0185,Las Palomas Segunda Sección,0015
13,058,0004,Caltimacán,0027
13,058,0009,Danghu,0031
13,058,0017,Portezuelo,0031
13,058,0024,Santiago Ixtlahuaca,0031
13,058,0025,Tetzhú,0031
13,059,0007,Bomanxotha,0077
13,059,0009,Bothé,0077
13,059,0011,Cuamxhi,0024
13,059,0019,La Mesilla,0077
13,059,0020,Ninthí,0058
13,059,0028,El Salto,0058
13,059,0029,San Antonio,0043
13,059,0033,San Miguel Caltepantla,0024
13,059,0059,Joñhé,0077
13,059,0086,El Crucero,0077
13,059,0100,La Cruz de Piedra,0024
13,060,0026,Peña Blanca,0025
13,060,0034,San Nicolás,0010
13,061,0003,Los Cides,0022
13,061,0009,Palo Hueco,0018
13,061,0029,20 de Noviembre [Colonia],0037
13,062,0015,El Naranjal,0034
13,062,0034,Ixtlapalaco,002A
13,062,0061,Soyuco,0034
13,063,0004,Cañada de Madero,0012
13,063,0008,Ojo de Agua,0012
13,063,0015,Santa María Magdalena,0012
13,063,0017,Santiago Tlapanaloya,0027
13,063,0018,Santiago Tlautla,0027
13,063,0025,Benito Juárez,0031
13,063,0047,Presa Escondida 2da. Sección Hacienda la Nopalera,0031
13,063,0052,Presa Escondida,0031
13,063,0099,Amanali,0031
13,063,0101,Tepeji [Parque Industrial],0031
13,064,0003,General Pedro María Anaya,001A
13,064,0006,La Loma,0024
13,064,0014,El Retiro,0024
13,065,0002,Juandhó,0017
13,067,0004,Santa María Batha,0011
13,067,0012,Tenango,0011
13,067,0013,El Tinaco,0011
13,068,0028,Oxpantla,0038
13,069,0068,Andalucía Residencial [Fraccionamiento],0016
13,074,0004,Teocalco,0016
13,075,0009,Las Pintas,0013
13,076,0004,Xiteje de Zapata,0010
13,076,0018,San Francisco Bojay Pueblo,0025
13,076,0021,San Lucas Teacalco,0063
13,076,0061,Nueva Santa María [Colonia],0063
13,076,0074,Jardines de San Miguel,0063
13,076,0087,Cerrito del Tepeyac,0063
13,076,0101,El Crestón,0044
13,077,0002,Acocul la Palma,0145
13,077,0071,Pedregal de San Francisco,0164
13,077,0113,Tollancingo,0164
13,081,0003,Atopixco,0059
13,081,0005,La Cumbre de Alumbres,0010
13,082,0028,Plan de Guadalupe,0018
13,083,0015,San Agustín Zapotlán,002A
13,083,0130,El Mirador Sexta Sección,0068
13,083,0135,Nueva Esperanza,0072
13,083,0140,El Carril Ancho,0072
13,084,0002,Las Adjuntas,0027
13,084,0003,El Aguacatito,0101
13,084,0004,Aguas Blancas,0084
13,084,0005,Álvaro Obregón (Temuthe),0101
13,084,0012,El Cerrote,0116
13,084,0027,Lázaro Cárdenas (Remedios),0065
13,084,0039,Plutarco Elías Calles (Santiago),0084
13,084,0042,Puerto Juárez,0116
13,084,0090,El Álamo,0050
13,084,0099,Cruz Pinta,0084
13,084,0132,Tlalpan,0065
13,084,0133,El Tule,0065
13,084,0180,Los Pilares,0084
14,001,0002,Agua Prieta (Tepetates),0014
14,001,0036,Las Motas,0052
14,001,0063,Tierras Coloradas,0052
14,002,0065,Centro Logístico de Jalisco [Parque Industrial],0026
14,006,0027,Labor de Solís,0082
14,006,0059,La Villita,0097
14,008,0026,Bajío Seco,0087
14,008,0283,Santiaguito (Santiaguito de Velázquez),0091
14,009,0043,Santa Sofía,0012
14,011,0024,Soyatlán del Oro,0044
14,011,0029,Trigo de Alteñas,0025
14,011,0030,Yerbabuena,0025
14,014,0020,Poncitlán,0027
14,014,0028,Tultitán,007A
14,015,0055,Mezquitán (San Francisco de Abajo),0024
14,015,0081,Tecomatlán,0081
14,016,0052,Los Once Pueblos,0040
14,016,0055,Palo Blanco,0055
14,017,0097,San Pedro,0029
14,017,0103,Santa Rosalía,0048
14,018,0032,San Francisco de Rivas,0045
14,020,0020,Chacala,0024
14,029,0086,San Nicolás de los Esteves,0015
14,031,0069,Tepizuac,0066
14,032,0016,Jalpa,003A
14,033,0072,El Refugio de Vázquez,0075
14,033,0095,El Terrero de Villareño (Terrero de Carmen),0075
14,035,0300,La Trinidad,0050
14,038,0045,Llano Grande,0029
14,040,0085,La Venta de Mochitiltic,0031
14,042,0015,La Estancia de Arriba,0040
14,042,0037,Salitre de Abajo,006A
14,042,0043,San Nicolás de Acuña,0089
14,042,0173,Colonia las Granjas,006A
14,043,0030,La Conchita,0090
14,043,0062,La Manzanilla,0211
14,043,0081,Las Pilas,0086
14,043,0165,La Mesa,0033
14,044,0003,Buenavista,0026
14,045,0008,Agua Rica,0076
14,045,0141,Las Trancas,0080
14,045,0142,Trejos,0095
14,048,0128,San José de la Paz,0044
14,049,0091,Huichitila,0111
14,049,0195,Tazumbos,0130
14,050,0014,San Pedro Tesistán,0061
14,052,0012,Los Corrales (Villa de Guadalupe),0032
14,053,0028,Buenavista (San Miguel),0241
14,053,0065,La Cruz,0294
14,053,0079,La Escondida,0148
14,053,0095,La Isla,0190
14,053,0135,La Merced (La Chona),0148
14,053,0161,Las Palomas,0260
14,053,0224,San Antonio de Buenavista,0133
14,053,0275,Santa Inés,0237
14,053,0309,Torrecillas (El Lindero),0241
14,053,0324,La Virgen,0241
14,053,0582,El Torreón,003A
14,053,0721,Dieciocho de Marzo,0167
14,053,0772,La Palma,0256
14,053,0923,Rancho Jl [Fraccionamiento Valle de los Reyes],0415
14,055,0004,Lo de Guevara (La Loma),0068
14,055,0006,Ojo Zarco,0034
14,057,0003,Las Cuevas,0039
14,058,0131,La Plata,0125
14,059,0012,La Cofradía,0033
14,059,0032,Los Guayabos,0033
14,059,0047,Puerta del Zapatero,0033
14,059,0116,Paso de los Arrieros,0014
14,061,0190,San Andrés Cohamiata,0205
14,061,1103,Mayehekwa Pueblo Nuevo 2,021A
14,062,0012,La Laja,0024
14,065,0003,El Agostadero,005A
14,065,0035,Huizaches,005A
14,065,0052,El Naranjo,005A
14,065,0069,El Quemado,0098
14,066,0002,Agua Caliente,0023
14,066,0037,La Zapotera,0023
14,067,0014,El Colorado,0035
14,067,0057,El Zancudo,0020
14,067,0178,Colonia los Robles,1404
14,067,0257,Ojo de Agua,0020
14,068,0023,Carreón,0102
14,068,0040,La Eca,0102
14,068,0069,Mezcales,009A
14,068,0076,La Nancita,0102
14,068,0084,Pabelo,0102
14,068,0451,Nueva Galicia,0155
14,070,0011,El Muey,140A
14,070,0095,CIMEG [Parque Industrial el Salto],140A
14,073,0003,Agua de Obispo,0102
14,073,0229,El Torque (El Agostadero),0013
14,077,0010,Labor de Medina,0031
14,077,0017,San Isidro Palo Verde,0050
14,077,0020,Santa Cruz de las Flores,0065
14,080,0014,El Carrizo,0056
14,080,0021,Copales (Los Copalitos),0094
14,081,0002,Las Ánimas,0015
14,083,0005,Cuxpala,0081
14,083,0010,Las Navajas,0077
14,083,0017,San Juan de los Arcos,0077
14,083,0219,Ventura Flores Navarro,001A
14,084,0033,La Cañada,0036
14,084,0066,La Cuesta,0214
14,084,0077,Desmoronado (El Real),0110
14,085,0038,Villa de Contla (Contla),0033
14,085,0089,Las Vallas,0141
14,085,0153,San Vicente,0141
14,085,0156,Soyatlán de Afuera,0071
14,085,0477,La Divina Providencia,0156
14,086,0030,San Antonio (San Antonio de Padua),0045
14,087,0008,Ahuijullo,0165
14,088,0005,Ayotitlán,0105
14,088,0025,Quila,0020
14,090,0008,Colotitlán,0052
14,093,0341,Los Sauces,0177
14,093,0794,Paleta Chica,0228
14,094,0140,San Pedro Analco,009A
14,094,0767,La Explanada,0225
14,097,0045,El Cortijo,2416
14,097,0854,Villa las Flores,0015
14,098,0125,Potrero el Zalate [Parque Industrial],0243
14,099,0074,Nuevo Zopoma (El Bolitar),0024
14,100,0053,Gargantillo (La Hacienda),0084
14,100,0092,El Naranjo,0173
14,100,0100,Las Partidas,0101
14,101,0025,Las Presas (Lagunitas),1963
14,102,0010,Coatlancillo,0021
14,104,0020,Cartagena,0030
14,106,0007,El Camichín,0035
14,108,0031,Montelongo,0129
14,108,0041,Platanar,0097
14,108,0295,Miseria y Ánimas,0059
14,109,0071,Pedrito [Estación],008A
14,110,0034,La Piñuela,0023
14,111,0065,Puerta de Macias,004A
14,113,0023,La Guadalupe,0063
14,116,0006,Arroyo Seco de Arriba,0031
14,116,0018,Custique,007A
14,116,0028,Los Mimbres,0050
14,116,0044,San Juanico de Abajo,007A
14,116,0045,San Juanico de Arriba,0050
14,116,0109,Laguna de Mirasoles,0050
14,117,0065,Temacapulín (Temaca),0024
14,118,0056,Huisquilco (Huiscuilco),0040
14,118,0137,El Tulillo,0021
14,118,0225,Agua Colorada,0074
14,119,0006,El Briseño (Los Briseño),0029
14,120,0129,El Mesón de Cópala,0034
14,120,0279,Lomas de Montechelo (El Pedregal),0034
14,120,0356,Ejido Copalita,0123
14,120,0460,San José del Astillero [Parque Industrial],0142
14,120,0568,Milpillas Mesa de San Juan,002A
14,120,0772,Colinas de San Isidro,0087
14,122,0039,Telcruz,0024
14,123,0003,Ahuatlán,0021
14,123,0034,Rancho Nuevo,0017
14,124,0051,Corralillos (San Román),0090
14,124,0109,Matatlán,0029
14,124,0125,Ocote de Nuño,0071
14,124,0168,San José de las Flores (Gallinas de Arriba),0033
15,003,0092,Santa Ana Matlavat Primera Manzana,016A
15,003,0094,Gunyo Centro,0155
15,004,0005,Buenos Aires,0059
15,004,0016,Sexta Manzana,0063
15,005,0100,Barrio de la Cabecera Tercera Sección,0304
15,006,0002,Colonia Loma Linda,0034
15,007,0018,San Sebastián el Grande,0050
15,007,0021,Polvillos (San Bartolo Quinta Sección),0050
15,009,0007,Santa Isabel Chalma,0074
15,010,0027,Ejidos de Santa María,0041
15,010,0030,Colonia Ermita,0041
15,013,0113,Rancho Blanco Ejido de Espíritu Santo,1889
15,016,0015,San Pablo Xuchitl,0115
15,016,0020,Zacatepec,0100
15,018,0026,Colonia el Tarimoro,0088
15,021,0007,El Cedrito,0079
15,026,0026,Tenjay,0111
15,026,0037,Xhote,0111
15,026,0038,La Soledad (El Mogote),0126
15,032,0011,San Francisco Mihualtepec,0053
15,032,0014,Ranchería de San Martín Obispo,0053
15,032,0018,Santiago Huitlapaltepec,0049
15,032,0030,Nueva Colonia Tres Puentes,0053
15,035,0011,San Miguel de los Jagüeyes,0093
15,036,0011,Tianguistongo,0090
15,039,0017,Zoquiapan,0711
15,039,0148,Santa Ana,1527
15,040,0010,Plan de San Miguel,006A
15,040,0013,El Salitre,006A
15,042,0069,Colonia Cuauhtémoc,0149
15,045,0010,Danxho,0244
15,045,0027,San Miguel de la Victoria,0155
15,047,0007,Loma de Endotzi (Manzana Sexta),0145
15,047,0010,Ejido Loma de Malacota (Loma de Malacota),0107
15,047,0013,Ejido de Mañi,0130
15,047,0023,San Martín Morelos,0145
15,048,0033,San José Boqui,0227
15,051,0013,Zacamulpa Huitzizilapan,0148
15,052,0008,Chalma,0094
15,052,0014,Pachuquilla,0107
15,052,0021,San Andrés Nicolás Bravo,0111
15,056,0007,San Marcos Tlazalpan,0110
15,056,0016,Barrio Primero (La Calavera),0106
15,056,0021,La Cofradía,0106
15,057,0270,La Rosa,107A
15,057,0273,Barrio de Batha,1065
15,059,0016,San Mateo Acuitlapilco,0076
15,060,0068,Joya del Tejocote,0490
15,060,0084,Barrio de Guadalupe,0486
15,060,0096,Ampliación el Rosario,0490
15,063,0010,Chalmita,0098
15,063,0021,Santa Ana,0100
15,063,0024,Santa Martha,0083
15,063,0042,Los Manantiales (El Río Chiquito),0098
15,064,0009,La Concepción (La Concepción Segunda),0061
15,064,0020,Presa Brockman,0076
15,064,0027,Santiago Oxtempan,0057
15,067,0002,La Concepción de Hidalgo,0133
15,071,0006,Encinillas,0066
15,074,0022,Chichilpa,0180
15,074,0126,Ejido del Tunal Nenaxi,0195
15,074,0232,Ampliación de San Antonio la Ciénega,0180
15,075,0007,San Antonio de las Palmas,0116
15,075,0008,San Pablo Ixquitlán,0120
15,075,0010,Santiago Tepetitlán,0120
15,075,0013,Santa María Tezompa,0116
15,078,0042,Frontón Vivero,0067
15,079,0002,El Divisadero de Zapata,005A
15,081,0007,San Juan Pueblo Nuevo,0490
15,082,0141,Rincón del Guayabal,0322
15,082,0171,Tenería (Pueblo Nuevo),0252
15,082,0547,Colonia Benito Juárez (Lázaro Cárdenas del Río),0322
15,083,0003,Santiago Zula,0033
15,085,0037,Santa Rosa Solís,0108
15,086,0003,San Sebastián Carboneras (Carboneras),0124
15,087,0040,Llano de la Y,0155
15,088,0005,Cruz Vidriada,010A
15,088,0010,Ejido de Tenería (El Llano),010A
15,088,0019,San José Tenería (Tenería),0148
15,090,0079,La Hacienda,0108
15,095,0043,Granjas Hogar y Petrohuertos Delegación,0123
15,095,0066,Tierras Blancas del Sur,0142
15,097,0051,Las Lágrimas,0081
15,099,0032,San Pablo Ixayoc,0457
15,101,0013,San Lorenzo Huehuetitlán,0118
15,101,0052,Colonia Campesina,0118
15,102,0031,Tercera Manzana de Barrio Morelos,0079
15,103,0002,San Antonio Tlaltecahuacán,0112
15,105,0047,Palmar Grande,016A
15,106,0107,San Carlos Autopan,1305
15,106,0143,Barrio Bordo Nuevo,1288
15,106,0145,Xicaltepec,1288
15,110,0031,Santa María Pipioltepec (Pipioltepec),0140
15,110,0038,San Gaspar,0140
15,110,0083,Atesquelites (Tres Quelites),0174
15,110,0088,El Durazno,016A
15,111,0013,El Jacal,0078
15,111,0038,Barrio de Santiago,0078
15,113,0002,Buenavista,0091
15,114,0009,Ejido el Hospital,0188
15,114,0012,Laguna Seca Propiedad,021A
15,114,0024,San Agustín Canohillas Segunda Sección,021A
15,114,0033,Sansón,021A
15,114,0144,Barrio el Ocote,0169
15,119,0002,Guadalupe Ahuacatlán,0057
15,123,0177,El Reparo de Nanchititla (El Reparo),0098
15,124,0048,Guadalupe Buenavista,0061
15,124,0093,El Salto la Venta,0057
15,124,0120,La Trinidad Concepción,0042
16,001,0007,La Campana,0047
16,001,0020,San Andrés Coapa,0013
16,002,0070,El Charapo (Palo Alto),0025
16,003,0008,Emiliano Zapata,0022
16,003,0011,Lázaro Cárdenas (La Purísima),0022
16,003,0026,Tzintzimeo,0018
16,003,0036,Chehuayo Chico (Chehuayito),0022
16,004,0006,Santiago Conguripo,0015
16,004,0007,La Estancia del Río,0049
16,004,0027,San José del Maluco,002A
16,005,0010,La Salud,0012
16,006,0002,Santiago Acahuato,001A
16,006,0033,Chandio (Ejido la Concha),0043
16,006,0055,Loma de los Hoyos,0077
16,006,0108,Presa del Rosario,0058
16,006,0125,San Juan de los Plátanos,0039
16,006,0222,Los Laureles,0147
16,008,0043,La Cofradía de Ostula,0033
16,008,0110,Motín del Oro,0118
16,008,0141,Pomaro,0122
16,008,0146,Pueblo Nuevo,0014
16,008,0193,El Atrancón,0245
16,009,0009,Araparícuaro,0045
16,009,0012,La Barrita (La Barra Chica),0064
16,009,0042,Las Escobillas,0064
16,009,0076,La Playa de Guadalupe,0083
16,009,0079,El Potrero de Pablo Cuin (Altito de Pablo Cuin),0030
16,009,0110,Urapa,0064
16,009,0114,Zatzio,0030
16,009,0136,Los Tumines (Poblado de los Ates),0064
16,009,0139,La Barra (La Barra Grande),0030
16,010,0102,Las Juntas,0101
16,010,0152,La Parota de Cuevas,0173
16,012,0006,La Angostura,0017
16,012,0051,La Luna,0017
16,013,0055,Los Ejes,0048
16,013,0066,El Guayabo del Carmen,0052
16,013,0218,Juntas de Chapacarícuaro,0090
16,014,0119,Ojo de Agua de San Telmo,0064
16,016,0002,Agua Caliente,0162
16,017,0020,Mogotes,0013
16,017,0025,Salto de Tepuxtepec,0032
16,017,0044,El Milagro,0028
16,020,0009,Doctor Miguel Silva (San Guillermo),0019
16,020,0010,Jeruco,0019
16,020,0012,La Palma,0061
16,022,0022,Jaripeo,0047
16,022,0034,Pontezuelas,0032
16,022,0082,La Galera (La Resinera),0032
16,025,0006,Huecato,0053
16,026,0021,Barranca Seca de Larios,0050
16,026,0138,Salitre de Copala,0065
16,028,0020,El Sabino,0036
16,029,0013,La Candelaria,0052
16,029,0060,Ojo de Agua de Poturo,0014
16,029,0089,San Martín de la Luz,0122
16,030,0006,Colesio,0015
16,031,0014,Molinos de Caballero,0050
16,031,0023,La Paz,0031
16,031,0043,Emiliano Zapata (Pueblo Nuevo),0046
16,031,0057,Yereje Cabezas,0031
16,031,0075,Fracción Salitrillo [Ejido Nuevo Coroneo],0027
16,031,0109,Temazcales (Bellotal Loma de en Medio),0031
16,032,0007,San Miguel Nocutzepo,0039
16,032,0014,Yotátiro,001A
16,034,0058,José María Morelos (Ziripeo),0086
16,034,0121,La Venta de San Andrés,0048
16,034,0129,Estanco de San Matías,0052
16,034,0133,San Pedro Jácuaro (Las Joyas),0048
16,034,0143,La Teja,0052
16,034,0202,El Retranque (La Presa de Pucuato),0071
16,034,0373,Tierras Coloradas de San Pedro,0014
16,034,0527,Magallanes (Los Pinos),0052
16,035,0008,Arronjadero (La Cuesta),0153
16,035,0012,Bellas Fuentes (Nuevo Centro),0172
16,035,0034,Cuimbo,0064
16,035,0061,Manga de Cuimbo,0064
16,035,0087,Potrerillos de Rentería (Cupuancillo),0115
16,035,0088,Pueblo Viejo,0153
16,035,0089,Puerta de la Playa,005A
16,035,0098,San Pedro Barajas,0172
16,035,0110,Zapote de Jorullo,005A
16,035,0150,Los Ciriancitos (Lázaro Cárdenas),0204
16,035,0152,La Gallina (Vista Hermosa),0115
16,035,0199,Oropeo,0191
16,035,0225,La Galera,005A
16,035,0314,La Puerta del Ciruelo,0030
16,036,0002,Capacho,0019
16,037,0009,Jesús María,0054
16,038,0010,Arua,0225
16,038,0014,Arroyo Seco,0193
16,038,0023,Buenavista Tres,0140
16,038,0066,Los Hornos (La Cacamicua),0121
16,038,0084,El Ocuaro,0032
16,038,0089,La Parota,0070
16,038,0106,La Quetzería (La Quesería),016A
16,038,0116,Sanchiqueo,009A
16,038,0128,Santa María,0013
16,038,0143,Las Trincheras,0066
16,038,0144,Turitzio,0225
16,038,0377,Pinzanangapio,023A
16,038,0524,La Cuchilla,023A
16,041,0023,San José de Magallanes,0023
16,044,0012,Huandacuca (Mariana),0010
16,044,0016,Tumbio,0063
16,044,0017,El Zapote,0044
16,045,0003,Las Ánimas,0287
16,046,0056,Las Mesitas,002A
16,047,0011,El Carrizal,0012
16,047,0029,Huanguitío,0046
16,050,0003,Apeo,0056
16,050,0006,Campo Hermoso,008A
16,050,0059,Santa Elena,008A
16,050,0100,San Ramón,0111
16,050,0213,El Centenario,008A
16,050,0220,Lomas de Maruati [Fraccionamiento],0022
16,051,0019,El Sabino,0049
16,051,0020,San Miguel,0049
16,052,0007,Los Amates,0050
16,052,0057,Los Coyotes,0099
16,053,0134,San Nicolás Obispo,0081
16,053,0141,Santiago Undameo,0151
16,053,0171,Zajo Grande,0024
16,054,0003,La Cruz del Niño,0021
16,054,0009,Jururemba,0021
16,056,0004,Colonia Emiliano Zapata,0011
16,057,0031,Las Cocinas,0038
16,057,0198,Los Brasiles (Puerto los Brasiles),0061
16,059,0008,La Ibérica (La Gotera),0028
16,059,0029,Tepenahua,0028
16,061,0008,Manzana la Cofradía,0011
16,061,0015,Manzana el Mortero de San Cristóbal,0026
16,061,0020,Manzana del Centro de San Cristóbal,0026
16,061,0021,San Juan,0011
16,061,0025,El Soldado Anónimo,0011
16,061,0026,Manzana el Tejocote,0026
16,061,0033,Ojo de Agua,0011
16,061,0035,Los Tepetates,0011
16,061,0040,Manzana la Cantera,0026
16,061,0042,Manzana el Paso de San Cristóbal,0026
16,062,0002,El Cometa,0042
16,062,0014,Tecomatán,0042
16,062,0020,Las Malvinas (El Salate),0042
16,063,0025,La Piedad Chiquita,0035
16,064,0026,Piedra Parada,0070
16,065,0007,Pomacuarán (Pomocuarán),0010
16,066,0034,San Pedro Pareo,0041
16,066,0035,Santa Juana,0056
16,066,0039,Las Trojes del Durazno,0022
16,066,0040,Tzentzénguaro,0018
16,066,0119,Llano de San José,0018
16,066,0133,Fraccionamiento Bosques de Pátzcuaro,0018
16,067,0021,La Luz,0015
16,067,0036,San Isidro,0049
16,067,0045,Ziquítaro,0049
16,067,0046,El Nuevo Vado Blanco (Tijuanita),0015
16,068,0007,Corona,0031
16,069,0037,El Fuerte (San Juan del Fuerte),0024
16,069,0040,Tanque de Peña,001A
16,069,0045,El Zapote,0043
16,070,0004,Villa Mendoza,0010
16,071,0016,La Excusa,008A
16,071,0017,El Fresno de Guadalupe,0126
16,071,0020,El Granjenal,0094
16,071,0024,Isaac Arriaga (Santa Ana Mancera),0018
16,071,0051,San Miguel,0094
16,071,0052,San Nicolás,0018
16,071,0054,Santa Clara,008A
16,071,0063,Nuevo Progreso (Casas Viejas),0056
16,073,0007,Sanambo,0065
16,075,0019,San José de Gracia,0074
16,078,0004,Huacao,0019
16,078,0007,La Lobera,0023
16,079,0008,Caratzitumbio,0054
16,079,0009,El Carmen,0020
16,079,0020,Cuangatzio,0054
16,079,0027,Españita,0054
16,079,0034,Iramuco,0020
16,079,0048,Paramuén,0054
16,079,0050,Paso del Muerto,0069
16,079,0056,El Querendal,0020
16,079,0060,Santa Ana,004A
16,079,0066,El Tarascón,0016
16,079,0071,Turián Bajo (Turián el Bajo),0016
16,079,0072,Turirán,0069
16,079,0073,Tzintzamba (La Sizamba),0054
16,079,0075,Zirahuén,0016
16,080,0003,El Calabozo Segunda Fracción,0017
16,080,0066,Tupátaro,0021
16,080,0084,Cuartel Tercero (Tupátaro),0021
16,081,0026,La Loma (Los Hoyos),0014
16,081,0048,El Tanque,0014
16,081,0051,El Tremesino,0033
16,082,0013,Buenavista,0079
16,082,0042,San Jerónimo Arroyo de Apo (Huatzanguío),0098
16,082,0100,Santas Marías,005A
16,082,0151,El Gigante,0083
16,082,0205,Plan de Ornelas (Aguatibia),0045
16,082,0207,La Guardia,0011
16,083,0004,Aguacate del Sur,0080
16,083,0017,Condémbaro,0061
16,083,0053,Santa Catarina,0076
16,083,0058,El Tizate,0080
16,084,0006,El Cerezo,0016
16,084,0018,Querénguaro,0020
16,084,0023,Los Hucuares,0035
16,085,0020,San Antonio Ocampo,0047
16,085,0024,Tengüecho,0028
16,086,0002,El Calvario (El Barreno),003A
16,086,0003,Las Cieneguitas,003A
16,086,0004,Los Charcos,0025
16,086,0018,Colonia Ejidal Agua Gruesa,003A
16,088,0014,El Cuitzillo Grande,0053
16,088,0019,Colonia Miguel Hidalgo,0034
16,088,0024,Mesón Nuevo,0034
16,088,0036,Santa María,0015
16,089,0010,Carapuato,0050
16,089,0012,La Ciénega,0046
16,089,0015,El Colomo,0065
16,089,0043,Pinolapa,0031
16,089,0051,Tepemezquites,0031
16,091,0030,Patamburapio,003A
16,093,0021,El Real (El Real de Arriba),0049
16,093,0040,Los Trejo (Santo Niño),0015
16,093,0059,Zapateros,0015
16,093,0072,Rosa de Castilla,0015
16,094,0008,Gil,0012
16,097,0065,Chiquito el Grande,0048
16,098,0058,Cofradía de San José,0030
16,099,0009,Arroyo Seco,0095
16,099,0022,El Cascalote del Salitre (El Salitre),0076
16,099,0043,Chiragangueo,0108
16,099,0061,Las Juntas del Tanque,0076
16,099,0062,Las Juntas,0076
16,099,0071,Mendoza y Cuirindales,0112
16,099,0080,El Olivo,0042
16,099,0082,Organista y Potrerillos,0095
16,099,0093,Los Pinzanes,0095
16,099,0115,Taracatío,0042
16,100,0027,Colonia Lázaro Cárdenas,0011
16,101,0137,Paso Ancho,0061
16,102,0067,Las Cocinas,0069
16,102,0081,Jicalán (La Pinerita),1090
16,102,0082,Jucutácato,0124
16,102,0213,El Puerto,0124
16,104,0024,Nicolás Romero,003A
16,104,0033,El Salitre,0010
16,106,0009,Monteleón,002A
16,106,0010,Munguía,002A
16,106,0011,El Refugio,002A
16,107,0004,Buenavista,0031
16,107,0012,David Franco Reyes,0101
16,107,0013,Colonia Eréndira,0027
16,107,0014,La Escondida,0027
16,107,0019,Morelos,0031
16,107,0026,La Virgen,0031
16,107,0028,La Yesca,0084
16,107,0051,Pueblo Viejo (Jacarandas),0027
16,108,0002,Aquiles Serdán (Santiaguillo),0058
16,108,0013,El Llano,001A
16,108,0200,Canindo,0787
16,110,0017,La Galera (San Joaquín Jaripeo),0107
16,110,0018,Huajúmbaro (Huajúmbaro de Guadalupe),0056
16,110,0020,El Jaral (El Jaral Lagunillas),008A
